"","from","to"
"10157","RELA","JUN"
"10158","RELA","PRKACA"
"10159","RELA","SIRT1"
"10160","RELA","TAF6"
"10161","RELA","KDM2A"
"10162","RELA","UBE2E1"
"10163","RELA","CARM1"
"10164","RELA","DHX9"
"10165","RELA","CDK9"
"10166","RELA","PARP1"
"10167","RELA","SP1"
"10168","RELA","SETD7"
"10169","RELA","NFKB2"
"10170","RELA","CEBPB"
"10171","RELA","ATF3"
"10172","RELA","SRF"
"10173","RELA","RFC1"
"10174","RELA","SNRNP70"
"10175","RELA","IRF2"
"10176","RELA","TRIP4"
"10177","RELA","FUS"
"10178","RELA","PPP2CB"
"10179","RELA","ECSIT"
"10180","RELA","IRF8"
"10181","RELA","C1QB"
"10182","RELA","CEBPD"
"10183","RELA","MED15"
"10184","RELA","IRF9"
"10185","RELA","SIRT2"
"10186","RELA","ETHE1"
"10187","RELA","MTPN"
"10188","RELA","RNASE1"
"10189","EIF3A","YWHAZ"
"10190","EIF3A","UPF1"
"10191","EIF3A","PAIP1"
"10192","EIF3A","EIF4B"
"10193","EIF3A","BZW2"
"10194","EIF3A","RNF139"
"10195","EIF3A","EIF3B"
"10196","EIF3D","DNAJB11"
"10197","EIF3D","PHLDA1"
"10198","ARIH2","UBC"
"10199","ARIH2","UBE2V1"
"10200","ARIH2","UGP2"
"10201","ARIH2","UBE2L6"
"10202","ARIH2","TP53"
"10203","ARIH2","EEF1A1"
"10204","ARIH2","UBE2D2"
"10205","ARIH2","UBE2L3"
"10206","ARIH2","UBE2N"
"10207","ARIH2","UBE2E1"
"10208","ARIH2","DLST"
"10209","ARIH2","PTN"
"10210","ARIH2","SGCE"
"10211","ARIH2","ARAP1"
"10212","ARIH2","RPL8"
"10213","ARIH2","ENSA"
"10214","ARIH2","IL4R"
"10215","ARIH2","RHEB"
"10216","ARIH2","NEDD8"
"10217","ARIH2","SCAMP2"
"10218","SEC31A","SEC13"
"10219","SEC31A","PFDN1"
"10220","SEC31A","SEC23A"
"10221","NDUFAF3","RBCK1"
"10222","OSTF1","APP"
"10223","OSTF1","KHDRBS1"
"10224","OSTF1","GAPDH"
"10225","CPSF1","PRRC2A"
"10226","CPSF1","POLR2A"
"10227","CPSF1","TAF7"
"10228","CPSF1","CSTF2T"
"10229","CPSF1","PAPOLA"
"10230","EXOSC1","APP"
"10231","EXOSC1","ECSIT"
"10232","EXOSC1","CDC37"
"10233","EXOSC1","A2M"
"10234","HDAC7","YWHAQ"
"10235","HDAC7","HDAC2"
"10236","HDAC7","HDAC1"
"10237","HDAC7","EGFR"
"10238","HDAC7","HDAC3"
"10239","HDAC7","HDAC5"
"10240","HDAC7","MARK3"
"10241","HDAC7","MEF2A"
"10242","HDAC7","NCOR1"
"10243","HDAC7","MEF2C"
"10244","TRAPPC2L","TRAPPC3"
"10245","TRAPPC2L","APP"
"10246","TRAPPC2L","TRAPPC4"
"10247","SLC41A3","APP"
"10248","SLC41A3","CREB3"
"10249","CTNNBIP1","CTNNB1"
"10250","UBE2Z","RNF41"
"10251","UBE2Z","MDM2"
"10252","UBE2Z","SYVN1"
"10253","UBE2Z","LPL"
"10254","UBE2Z","UBA1"
"10255","UBE2Z","RNF139"
"10256","UBE2Z","RNF130"
"10257","FLAD1","ANXA7"
"10258","VPS25","CHMP6"
"10259","VPS25","VPS36"
"10260","SLC39A13","CREB3"
"10261","MRPL10","USP22"
"10262","MRPL10","APP"
"10263","CPNE2","ANXA7"
"10264","CPNE2","TERF2IP"
"10265","NUDT14","TERF2IP"
"10266","DPF2","SMARCA2"
"10267","DPF2","SMARCD1"
"10268","DPF2","SMARCB1"
"10269","DPF2","NFKB1"
"10270","DPF2","NFKB2"
"10271","RNF41","TTC1"
"10272","RNF41","ARL6IP4"
"10273","RNF41","APP"
"10274","RNF41","TRIM8"
"10275","RNF41","USP8"
"10276","RNF41","MNAT1"
"10277","RNF41","LEPR"
"10278","XPA","RPA1"
"10279","XPA","RPA2"
"10280","XPA","DDB1"
"10281","XPA","SIRT1"
"10282","XPA","RHOU"
"10283","XPA","GTF2E2"
"10284","XPA","GPN1"
"10285","NELFE","VAMP3"
"10286","NELFE","NELFCD"
"10287","NELFE","NCOR1"
"10288","NELFE","NELFB"
"10289","BAG5","STUB1"
"10290","NR1D2","HDAC1"
"10291","NR1D2","SIN3B"
"10292","NR1D2","TAF6"
"10293","NR1D2","NCOR1"
"10294","BABAM1","TERF2IP"
"10295","BABAM1","TNKS2"
"10296","BABAM1","BRE"
"10297","ABCF3","ACIN1"
"10298","ABCF3","LAMTOR1"
"10299","RGS2","RABAC1"
"10300","RGS2","UBC"
"10301","RGS2","ZYX"
"10302","RGS2","DYNLL1"
"10303","RGS2","VPS29"
"10304","RGS2","EIF3L"
"10305","RGS2","XRCC6"
"10306","RGS2","GIT1"
"10307","RGS2","CHD3"
"10308","RGS2","GNAQ"
"10309","RGS2","PRKCSH"
"10310","RGS2","DDR1"
"10311","RGS2","CTSB"
"10312","RGS2","GNAS"
"10313","RGS2","REEP5"
"10314","RGS2","CLTA"
"10315","RGS2","TSPAN15"
"10316","RGS2","WDR74"
"10317","RGS2","ADCY5"
"10318","RGS2","GDE1"
"10319","RGS2","IER3IP1"
"10320","ABHD16A","FAM134C"
"10321","ABHD16A","UPF1"
"10322","ABHD16A","SAFB"
"10323","ABHD16A","TMEM222"
"10324","ABHD16A","CREB3"
"10325","ABHD16A","ATP5G3"
"10326","ABHD16A","HM13"
"10327","ABHD16A","TMEM147"
"10328","ABHD16A","IFITM1"
"10329","ABHD16A","DNAJC1"
"10330","ABHD16A","SPAG7"
"10331","YIPF2","RNF185"
"10332","YIPF2","CREB3"
"10333","RNF185","UBE2V1"
"10334","RNF185","ARL6IP5"
"10335","RNF185","APP"
"10336","RNF185","UBE2D2"
"10337","RNF185","UBE2E1"
"10338","RNH1","ANG"
"10339","RNH1","RNASE1"
"10340","RPA1","AKTIP"
"10341","RPA1","TP53"
"10342","RPA1","RPA2"
"10343","RPA1","ANXA7"
"10344","RPA1","CSNK2B"
"10345","RPA1","ASCC2"
"10346","RPA1","HAX1"
"10347","RPA1","SELENBP1"
"10348","RPA1","PRPF19"
"10349","RPA1","CPE"
"10350","RPE","EXOSC10"
"10351","RPL13","ANXA7"
"10352","RPL13","CSNK2B"
"10353","RPL13","PTEN"
"10354","RPL13","TERF2"
"10355","RPL13","MAP2K3"
"10356","MRPL23","NDUFAB1"
"10357","RPL27A","PTEN"
"10358","RPL36AL","GSK3B"
"10359","RPLP0","PRPF40A"
"10360","RPLP0","GAS7"
"10361","RPLP0","YWHAQ"
"10362","RPLP0","PTEN"
"10363","RPLP0","PAFAH1B2"
"10364","RPLP0","ERG"
"10365","RPLP0","PPM1A"
"10366","RPN1","HSPA5"
"10367","RPS7","MDM2"
"10368","RPS7","RPS4X"
"10369","RPS14","APP"
"10370","RPS14","SMAD2"
"10371","RPS14","RPS4X"
"10372","RPS14","RBBP6"
"10373","RPS15","RAPGEF1"
"10374","RPS15","RPS4X"
"10375","RPS15","SERINC3"
"10376","RPS21","APP"
"10377","RPS21","RPS4X"
"10378","RPS21","RPSA"
"10379","RPS25","APP"
"10380","RPS25","PTEN"
"10381","RPS25","SGSM2"
"10382","RPS26","APP"
"10383","RPS26","PTEN"
"10384","RPS27A","APP"
"10385","RPS27A","RNF11"
"10386","RPS27A","MDM2"
"10387","RPS27A","SMAD2"
"10388","RPS27A","PTEN"
"10389","S100A1","S100B"
"10390","S100A1","S100A4"
"10391","S100A1","TP53"
"10392","S100A1","MDM2"
"10393","S100A1","ANXA6"
"10394","S100A1","FKBP4"
"10395","S100A1","GJA1"
"10396","S100A1","ATP2A2"
"10397","S100A1","PGM1"
"10398","S100B","S100A4"
"10399","S100B","IQGAP1"
"10400","S100B","IMP4"
"10401","S100B","AHNAK"
"10402","S100B","TP53"
"10403","S100B","MDM2"
"10404","S100B","ANXA6"
"10405","S100B","S100A11"
"10406","S100B","CAPZA1"
"10407","S100B","STK38"
"10408","S100B","PGM1"
"10409","S100A4","TP53"
"10410","S100A4","EGFR"
"10411","S100A4","HBEGF"
"10412","S100A4","HSPB1"
"10413","S100A4","MDM2"
"10414","S100A4","RHOU"
"10415","S100A13","IRF9"
"10416","S100A13","IGBP1"
"10417","WTAP","YWHAQ"
"10418","DDX39A","SARNP"
"10419","DDX39A","TERF2IP"
"10420","DDX39A","TERF2"
"10421","DDX39A","ALYREF"
"10422","SATB1","PML"
"10423","SATB1","CTNNB1"
"10424","SATB1","CUX1"
"10425","SATB1","SIRT1"
"10426","SATB1","SMARCA5"
"10427","SATB1","KAT2B"
"10428","SATB1","UBR5"
"10429","SATB1","BAZ1A"
"10430","SCP2","CAV1"
"10431","SCP2","CREB3"
"10432","SCP2","PITPNA"
"10433","SDC4","TANK"
"10434","SDC4","PTEN"
"10435","SRSF7","RBBP6"
"10436","SRSF7","DUSP11"
"10437","SMARCA2","SS18"
"10438","SMARCA2","MECP2"
"10439","SMARCA2","PRMT5"
"10440","SMARCA2","RAP1A"
"10441","SMARCA2","KHDRBS1"
"10442","SMARCA2","HSPB1"
"10443","SMARCA2","MDM2"
"10444","SMARCA2","CEBPA"
"10445","SMARCA2","MYC"
"10446","SMARCA2","SIN3B"
"10447","SMARCA2","CEBPB"
"10448","SMARCA2","ARID1B"
"10449","UBE2A","RNF40"
"10450","UBE2A","RNF20"
"10451","UBE2A","TP53"
"10452","UBE2A","CDK9"
"10453","UBE2A","UBR5"
"10454","UBE2A","UBA1"
"10455","UBE2A","ZMYM2"
"10456","UBE2A","UBR3"
"10457","UBE2A","KCMF1"
"10458","SRSF11","TANK"
"10459","SRSF11","ARL6IP4"
"10460","SRSF11","SRSF1"
"10461","SRSF11","ETS1"
"10462","SRSF11","MDM2"
"10463","SRSF11","HYI"
"10464","SRSF11","DDOST"
"10465","CDIPT","APP"
"10466","CDIPT","RPLP1"
"10467","ZCCHC17","ZDHHC17"
"10468","ZCCHC17","JMJD6"
"10469","ZCCHC17","APP"
"10470","ZCCHC17","PNN"
"10471","PRPF40A","SF3A3"
"10472","PRPF40A","VCL"
"10473","PRPF40A","FMNL2"
"10474","PRPF40A","SF3B2"
"10475","PRPF40A","MAP1LC3A"
"10476","PRPF40A","CCT7"
"10477","PRPF40A","CCT2"
"10478","PRPF40A","CPSF6"
"10479","PRPF40A","EVL"
"10480","PRPF40A","MECP2"
"10481","PRPF40A","BRD4"
"10482","PRPF40A","XRCC6"
"10483","PRPF40A","YBX1"
"10484","PRPF40A","PRKAR1A"
"10485","PRPF40A","SFPQ"
"10486","PRPF40A","UBQLN2"
"10487","PRPF40A","ABI1"
"10488","PRPF40A","HSPB1"
"10489","PRPF40A","CHD3"
"10490","PRPF40A","ZHX1"
"10491","PRPF40A","GAPDH"
"10492","PRPF40A","DHX9"
"10493","PRPF40A","DIAPH1"
"10494","PRPF40A","SNRNP70"
"10495","PRPF40A","HNRNPU"
"10496","PRPF40A","ERG"
"10497","PRPF40A","PTPRF"
"10498","PRPF40A","SF3B1"
"10499","PRPF40A","CYFIP1"
"10500","PRPF40A","SF3A1"
"10501","PRPF40A","RPL4"
"10502","PRPF40A","LARP7"
"10503","PRPF40A","RCC2"
"10504","PRPF40A","UBR4"
"10505","PRPF40A","DDX46"
"10506","PRPF40A","SON"
"10507","PRPF40A","U2SURP"
"10508","PRPF40A","LTBP3"
"10509","PRPF40A","FNBP4"
"10510","PRPF40A","DAAM1"
"10511","PRPF40A","SF3B3"
"10512","PRPF40A","WASF2"
"10513","PRPF40A","PECAM1"
"10514","PRPF40A","CCT4"
"10515","PRPF40A","SF3A2"
"10516","PRPF40A","APBB1IP"
"10517","NADK","YWHAQ"
"10518","DCTPP1","APP"
"10519","SEC13","RAB11A"
"10520","SEC13","HSPB1"
"10521","SEC13","SEC23A"
"10522","SRSF6","APP"
"10523","SRSF6","TRA2B"
"10524","SRSF6","SRSF4"
"10525","SRSF6","TERF2"
"10526","SEC61G","CREB3"
"10527","SEC61G","SEC61A1"
"10528","HSPA13","UBQLN2"
"10529","HSPA13","SSR1"
"10530","TFRC","GABARAP"
"10531","TFRC","RAB8A"
"10532","TFRC","TF"
"10533","TFRC","B4GALT1"
"10534","F11R","TJP1"
"10535","F11R","PARD3"
"10536","TXNDC12","ZDHHC17"
"10537","SPPL2A","NFKB1"
"10538","SH3GL1","PDCD6IP"
"10539","SH3GL1","PML"
"10540","SH3GL1","YWHAZ"
"10541","SH3GL1","DNM1L"
"10542","SH3GL1","SEPT8"
"10543","SH3GL1","ITSN2"
"10544","SHMT2","APP"
"10545","SHMT2","CREB3"
"10546","AASDHPPT","USP22"
"10547","TMEM43","FDFT1"
"10548","RPS19BP1","SIRT1"
"10549","MOB3C","CMTM3"
"10550","MOB3C","APP"
"10551","MOB3C","LATS2"
"10552","MTIF3","MAPK1"
"10553","FBXL5","CITED2"
"10554","FBXL5","DCTN1"
"10555","FBXL5","CSNK2B"
"10556","FBXL5","IREB2"
"10557","FBXL5","NABP2"
"10558","FBXO11","TP53"
"10559","FBXO11","UBE2M"
"10560","FBXO11","HDAC6"
"10561","FBXO11","NAE1"
"10562","FBXO11","NEDD8"
"10563","FBXO11","USP16"
"10564","SMARCD1","YWHAG"
"10565","SMARCD1","PAICS"
"10566","SMARCD1","CCDC85B"
"10567","SMARCD1","NR3C1"
"10568","SMARCD1","HSPB1"
"10569","SMARCD1","PRDX1"
"10570","SMARCD1","TNIP2"
"10571","SMARCD1","RPS29"
"10572","SMARCD1","ANKS1A"
"10573","SMARCD1","NUCB2"
"10574","SMARCD1","EGFL7"
"10575","TRIP10","RHOQ"
"10576","TRIP10","ARHGAP17"
"10577","TRIP10","ZDHHC17"
"10578","TRIP10","TINF2"
"10579","TRIP10","DNM2"
"10580","TRIP10","PRKACA"
"10581","EXOC7","RHOQ"
"10582","EXOC7","CCDC85B"
"10583","EXOC7","AKTIP"
"10584","EXOC7","EXOC4"
"10585","EXOC7","PRPF19"
"10586","SUMO3","HIPK2"
"10587","SUMO3","ANXA7"
"10588","SUMO3","TDP2"
"10589","SUMO3","PFDN1"
"10590","SUMO3","MAPKAPK3"
"10591","SUMO2","RUVBL1"
"10592","SUMO2","TUBA1B"
"10593","SUMO2","CMTM6"
"10594","SUMO2","AHNAK"
"10595","SUMO2","TUBB"
"10596","SUMO2","HDAC2"
"10597","SUMO2","HDAC1"
"10598","SUMO2","ATRX"
"10599","SUMO2","CUX1"
"10600","SUMO2","TOP2B"
"10601","SUMO2","EEF1A1"
"10602","SUMO2","XRCC6"
"10603","SUMO2","XRCC5"
"10604","SUMO2","TRIM28"
"10605","SUMO2","RNF4"
"10606","SUMO2","CHD4"
"10607","SUMO2","CHD3"
"10608","SUMO2","EXOSC10"
"10609","SUMO2","ZHX1"
"10610","SUMO2","RANBP2"
"10611","SUMO2","HIPK2"
"10612","SUMO2","SUPT16H"
"10613","SUMO2","SSRP1"
"10614","SUMO2","RBBP7"
"10615","SUMO2","MTA2"
"10616","SUMO2","HSPA1A"
"10617","SUMO2","TPR"
"10618","SUMO2","TDP2"
"10619","SUMO2","CSNK2B"
"10620","SUMO2","NBN"
"10621","SUMO2","TMPO"
"10622","SUMO2","ENO1"
"10623","SUMO2","HNRNPH1"
"10624","SUMO2","RPL4"
"10625","SUMO2","BAZ1A"
"10626","SUMO2","DDX3X"
"10627","SUMO2","PHF5A"
"10628","SUMO2","ZMYM2"
"10629","SUMO2","SETX"
"10630","SUMO2","SENP3"
"10631","SUMO2","USP11"
"10632","SUMO2","MAF1"
"10633","SUMO2","BAZ1B"
"10634","SUMO2","SENP6"
"10635","SUMO2","CARS"
"10636","SUMO2","IPO5"
"10637","SUMO2","TUBB4B"
"10638","SUMO2","BRE"
"10639","SUMO2","PARN"
"10640","SUMO2","TUBB6"
"10641","SUMO2","LAS1L"
"10642","SUMO2","RPL3"
"10643","LENG8","PRMT5"
"10644","LENG8","ATN1"
"10645","WWP2","ARRDC3"
"10646","WWP2","UBB"
"10647","WWP2","UBC"
"10648","WWP2","CPSF6"
"10649","WWP2","DIDO1"
"10650","WWP2","USP7"
"10651","WWP2","UBE2D2"
"10652","WWP2","UBE2L3"
"10653","WWP2","RNF11"
"10654","WWP2","UBE2E1"
"10655","WWP2","UBE2J2"
"10656","WWP2","ATN1"
"10657","WWP2","PTEN"
"10658","WWP2","NOTCH3"
"10659","WWP2","EGR2"
"10660","WWP2","PAIP1"
"10661","WWP2","SCAMP3"
"10662","WWP2","WBP1"
"10663","WWP2","SPG20"
"10664","NCAPH2","TUBB"
"10665","SNRPF","LSM5"
"10666","SNRPF","LSM7"
"10667","SNRPF","HSPB1"
"10668","SNRPF","SRSF5"
"10669","SNRPF","SRRT"
"10670","LSM5","LSM7"
"10671","LSM5","HNRNPD"
"10672","SNX1","RABAC1"
"10673","SNX1","RTN4"
"10674","SNX1","APP"
"10675","SNX1","UFD1L"
"10676","SNX1","SNX6"
"10677","RABAC1","VAMP2"
"10678","RABAC1","WIPI2"
"10679","RABAC1","CMTM3"
"10680","RABAC1","SGK1"
"10681","RABAC1","RAB5A"
"10682","RABAC1","RAB5B"
"10683","RABAC1","RAB1A"
"10684","RABAC1","RHEB"
"10685","RABAC1","CREB3"
"10686","RABAC1","TUBB2A"
"10687","RABAC1","REEP5"
"10688","RABAC1","ADCK3"
"10689","RABAC1","VTA1"
"10690","RABAC1","MCF2L"
"10691","RABAC1","SNX10"
"10692","RABAC1","SNX11"
"10693","RABAC1","NDRG2"
"10694","RABAC1","RPS20"
"10695","RTN4","BCL2"
"10696","RTN4","LAMA4"
"10697","RTN4","NAPA"
"10698","RTN4","RPS27"
"10699","SNRNP27","DHX16"
"10700","USP15","UBC"
"10701","USP15","OTUB1"
"10702","USP15","RBCK1"
"10703","USP15","USP7"
"10704","USP15","USP33"
"10705","USP15","TRIM25"
"10706","USP15","USP4"
"10707","USP15","USP8"
"10708","USP15","PLA2G2A"
"10709","USP15","UCHL3"
"10710","USP15","FHL1"
"10711","USP15","BAP1"
"10712","USP15","SENP3"
"10713","USP15","USP14"
"10714","SS18","RBM14"
"10715","STAT5A","MRPS6"
"10716","STAT5A","EGFR"
"10717","STAT5A","JAK2"
"10718","STAT5A","MAPK1"
"10719","STAT5A","CARM1"
"10720","STAT5A","EPAS1"
"10721","STAT5A","JAK1"
"10722","STAT5A","CSNK2B"
"10723","STAT5A","GNB2"
"10724","STAT5A","CRKL"
"10725","STAT5A","IL2RA"
"10726","STAT5A","PTPN1"
"10727","STAT5A","TXNDC11"
"10728","STAT5A","GLUD1"
"10729","STAU1","APP"
"10730","STAU1","CSNK2B"
"10731","STAU1","TAX1BP3"
"10732","VAMP2","VAMP3"
"10733","VAMP2","SNAP29"
"10734","VAMP2","SNAP23"
"10735","VAMP2","BCAP31"
"10736","VAMP2","NAPA"
"10737","VAMP2","STXBP3"
"10738","VAMP2","EXOC3"
"10739","VAMP2","VAMP8"
"10740","STX7","VTI1B"
"10741","STX7","SNAP29"
"10742","STX7","NAPA"
"10743","STX7","CREB3"
"10744","VAMP3","BCAP31"
"10745","VAMP3","APP"
"10746","VAMP3","VAMP8"
"10747","STX8","VTI1B"
"10748","STX8","CREB3"
"10749","VTI1B","CREB3"
"10750","VAMP5","SNAP29"
"10751","VAMP5","SNAP23"
"10752","STX12","SNAP29"
"10753","STX12","SNAP23"
"10754","STX12","NAPA"
"10755","CYBRD1","CREB3"
"10756","STXBP1","SQSTM1"
"10757","STXBP1","APP"
"10758","HOOK2","PSMF1"
"10759","HOOK2","KIAA0408"
"10760","HOOK2","AKTIP"
"10761","HOOK2","ITSN2"
"10762","HOOK2","ZNF638"
"10763","HOOK2","ZBTB47"
"10764","SNAP29","ITSN2"
"10765","SNAP29","VAMP7"
"10766","SNAP29","EHD1"
"10767","SF3A3","ZDHHC17"
"10768","SF3A3","CCDC85B"
"10769","SF3A3","APP"
"10770","SF3A3","PRMT5"
"10771","SF3A3","HSPB1"
"10772","SF3A3","SF3A1"
"10773","SF3A3","WBP4"
"10774","NDRG1","SGK1"
"10775","TAF11","TAF13"
"10776","TAF11","THRA"
"10777","TAF11","LZTR1"
"10778","TAF11","APP"
"10779","TAF11","POLR2A"
"10780","TAF11","NFYC"
"10781","TAF11","TAF15"
"10782","TAF11","GTF2F1"
"10783","TAF13","TAF10"
"10784","TAF13","TAF15"
"10785","PRKRA","SNX5"
"10786","PRKRA","SHC1"
"10787","PRKRA","CEBPZ"
"10788","PRKRA","POLR2G"
"10789","PRKRA","COPS6"
"10790","TARS","HSPB1"
"10791","TOX4","HSPB1"
"10792","TOX4","EXOSC10"
"10793","TOX4","HIPK3"
"10794","TOX4","WDR82"
"10795","TCEB1","TCEB2"
"10796","TCEB1","CUL3"
"10797","TCEB1","RNF7"
"10798","TCEB1","SAT2"
"10799","TCEB1","COMMD1"
"10800","TCEB1","ID2"
"10801","TCEB1","MRAS"
"10802","TCEB1","USP33"
"10803","TCEB1","GHR"
"10804","TCEB1","ASB8"
"10805","TCEB1","NOTCH4"
"10806","TCEB1","SOCS2"
"10807","TCEB1","SPSB1"
"10808","TCEB1","ZER1"
"10809","TCEB1","WSB1"
"10810","TCEB1","RCAN2"
"10811","TCEB1","ARID1B"
"10812","TCEB1","JTB"
"10813","TCEB2","RNF7"
"10814","TCEB2","MED8"
"10815","TCEB2","GHR"
"10816","TCEB2","ASB8"
"10817","TCEB2","ZER1"
"10818","ARHGEF1","RAP1A"
"10819","ARHGEF1","HRAS"
"10820","ARHGEF1","GNA13"
"10821","ARHGEF1","SREBF2"
"10822","ARHGEF1","GNA12"
"10823","EPB41L3","YWHAG"
"10824","EPB41L3","HSPB1"
"10825","EPB41L3","YWHAH"
"10826","EPB41L3","YWHAB"
"10827","EPB41L3","SPTBN1"
"10828","EPB41L3","PSEN1"
"10829","EPB41L3","ATXN1L"
"10830","SCOC","ITSN1"
"10831","SCOC","FEZ2"
"10832","TWIST2","SREBF1"
"10833","TWIST2","CCM2"
"10834","TSNAX","AIMP1"
"10835","TSNAX","CKAP4"
"10836","TSNAX","TSN"
"10837","TSNAX","LDB2"
"10838","TSNAX","NSMCE2"
"10839","ARMC8","CTNNA1"
"10840","GABARAPL2","CUL3"
"10841","GABARAPL2","OPTN"
"10842","GABARAPL2","SQSTM1"
"10843","GABARAPL2","TBC1D5"
"10844","GABARAPL2","PDCD6IP"
"10845","GABARAPL2","TBC1D15"
"10846","GABARAPL2","MAP1LC3B"
"10847","GABARAPL2","CALCOCO1"
"10848","GABARAPL2","TBC1D9B"
"10849","GABARAPL2","SIK2"
"10850","GABARAPL2","UBA5"
"10851","GABARAPL2","GIMAP6"
"10852","GABARAPL2","APP"
"10853","GABARAPL2","YWHAZ"
"10854","GABARAPL2","EGFR"
"10855","GABARAPL2","PRKAR1A"
"10856","GABARAPL2","NSMAF"
"10857","GABARAPL2","RAP1A"
"10858","GABARAPL2","RAP2A"
"10859","GABARAPL2","CLINT1"
"10860","GABARAPL2","NEK9"
"10861","GABARAPL2","ATG13"
"10862","GABARAPL2","ATG3"
"10863","GABARAPL2","PTPRA"
"10864","GABARAPL2","RPS2"
"10865","GABARAPL2","KLHL5"
"10866","GABARAPL2","ATG7"
"10867","GABARAPL2","RCN2"
"10868","GABARAPL2","FYCO1"
"10869","GABARAPL2","IPO5"
"10870","GABARAPL2","ATG101"
"10871","GABARAPL2","NCOA7"
"10872","GABARAPL2","TBC1D9"
"10873","GABARAPL2","TBC1D2B"
"10874","GABARAPL2","TP53INP2"
"10875","GABARAPL2","GBAS"
"10876","TCP1","YWHAQ"
"10877","TCP1","HDAC3"
"10878","MOB1A","CCDC85B"
"10879","MOB1A","CMTM3"
"10880","MOB1A","APP"
"10881","MOB1A","LATS2"
"10882","RABGEF1","UBB"
"10883","RABGEF1","UBC"
"10884","RABGEF1","RABEP1"
"10885","RABGEF1","RAB5A"
"10886","RABGEF1","HRAS"
"10887","RABGEF1","RNF11"
"10888","EIF5B","ETS1"
"10889","TRAPPC12","TRAPPC4"
"10890","TRAPPC12","TRAPPC1"
"10891","NABP1","INTS3"
"10892","NABP1","TP53"
"10893","PPP1R1B","DLGAP4"
"10894","THRA","UBE2V1"
"10895","THRA","YWHAQ"
"10896","THRA","MED1"
"10897","THRA","RXRA"
"10898","THRA","RANBP9"
"10899","THRA","NCOR2"
"10900","THRA","CUL1"
"10901","THRA","NCOA1"
"10902","THRA","HDAC3"
"10903","THRA","UBE2N"
"10904","THRA","MEF2A"
"10905","THRA","NCOR1"
"10906","THRA","CLIC1"
"10907","THRA","PTGES3"
"10908","THRA","FUS"
"10909","THRA","COPS2"
"10910","THRA","UBA1"
"10911","THRA","AKAP13"
"10912","THRA","DAP3"
"10913","THRA","SEPP1"
"10914","THRA","MED25"
"10915","THRSP","BRMS1"
"10916","THRSP","PARP1"
"10917","THRSP","STK11"
"10918","THRSP","PTPN1"
"10919","THRSP","RB1CC1"
"10920","THRSP","LSP1"
"10921","TIE1","PTPRC"
"10922","TIE1","PTPRG"
"10923","TSPAN4","CREB3"
"10924","CUL3","RNF7"
"10925","CUL3","RHOBTB3"
"10926","CUL3","GABARAPL1"
"10927","CUL3","MAP1LC3B"
"10928","CUL3","DCUN1D5"
"10929","CUL3","COMMD1"
"10930","CUL3","APP"
"10931","CUL3","GABARAP"
"10932","CUL3","UBE2D2"
"10933","CUL3","KLHL20"
"10934","CUL3","RBX1"
"10935","CUL3","UBE2E1"
"10936","CUL3","UBE2M"
"10937","CUL3","NEDD8"
"10938","CUL3","SPOP"
"10939","CUL3","SHKBP1"
"10940","CUL3","EFNB1"
"10941","CUL3","CAND1"
"10942","CUL3","ARHGEF12"
"10943","CUL3","KLHL5"
"10944","CUL3","DCUN1D4"
"10945","CUL3","DCUN1D3"
"10946","CUL3","HLA-DMB"
"10947","ARRDC3","PDCD6IP"
"10948","TANK","MARCH5"
"10949","TANK","APP"
"10950","TANK","COPB1"
"10951","TANK","HLA-C"
"10952","TANK","LAMC1"
"10953","TANK","ATP6V1H"
"10954","TANK","FBLN1"
"10955","MTMR14","APP"
"10956","TPD52L2","APP"
"10957","TPD52L2","TPD52L1"
"10958","RIPK1","OPTN"
"10959","RIPK1","SQSTM1"
"10960","RIPK1","NUMBL"
"10961","RIPK1","PELI1"
"10962","RIPK1","FAS"
"10963","RIPK1","KHDRBS1"
"10964","RIPK1","UBE2N"
"10965","RIPK1","CDC42BPB"
"10966","RIPK1","SIRT2"
"10967","CFLAR","RAF1"
"10968","CFLAR","CASP3"
"10969","CFLAR","DEDD"
"10970","CARHSP1","TSC22D1"
"10971","CARHSP1","SGK1"
"10972","RNF146","XRCC6"
"10973","RNF146","PFN2"
"10974","RNF146","UBE2D2"
"10975","RNF146","PARP1"
"10976","RNF146","UBE2G2"
"10977","ZFAND6","UBC"
"10978","POLI","UBB"
"10979","POLI","UBC"
"10980","POLI","UBE2V1"
"10981","POLI","APP"
"10982","POLI","RNF11"
"10983","POLI","UBE2N"
"10984","POLI","UBA1"
"10985","CCT3","XRCC6"
"10986","CCT3","RAF1"
"10987","CCT3","PAFAH1B2"
"10988","RHOQ","PFN1"
"10989","RHOQ","CDC42EP3"
"10990","MGRN1","UBE2D2"
"10991","MGRN1","UBE2E1"
"10992","MGRN1","UBE2J2"
"10993","MGRN1","UBE2G2"
"10994","VPS37A","APP"
"10995","AIMP1","APP"
"10996","AIMP1","RARS"
"10997","TTC1","SREBF2"
"10998","TUFM","PTEN"
"10999","UBB","RNF20"
"11000","UBB","USP7"
"11001","UBB","APP"
"11002","UBB","RNF11"
"11003","UBB","UCHL3"
"11004","UBB","DUSP1"
"11005","UBC","OTUB1"
"11006","UBC","UBE2V1"
"11007","UBC","UBA2"
"11008","UBC","NSFL1C"
"11009","UBC","LAPTM5"
"11010","UBC","USP5"
